showrange,movienm,moviecd,audicnt,showcnt,salesacc,audiacc
20180801~20180801,신과함께-인과 연,20186202,1246603,9825,9874188100,1268352
20180801~20180801,미션 임파서블: 폴아웃,20181181,258561,3827,36906473254,4394473
20180801~20180801,극장판 헬로카봇 : 백악기 시대,20186501,162242,1740,1192090500,166724
20180801~20180801,인크레더블 2,20183361,76950,1284,21327771058,2616266
20180801~20180801,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,39482,752,3571395300,484967
20180801~20180801,어느 가족,20186121,6192,175,513721500,61909
20180801~20180801,인랑,20170942,6072,393,6759590106,869157
20180801~20180801,노인을 위한 나라는 없다,20080071,1819,17,479122400,69081
20180801~20180801,앤트맨과 와스프,20180522,1475,44,47397390085,5439554
20180801~20180801,아이 엠 러브,20110027,705,33,336951661,42806
20180802~20180802,신과함께-인과 연,20186202,1078012,10079,18332974550,2346364
20180802~20180802,미션 임파서블: 폴아웃,20181181,249826,3600,38936347554,4644299
20180802~20180802,극장판 헬로카봇 : 백악기 시대,20186501,127108,1825,2092884000,293832
20180802~20180802,인크레더블 2,20183361,74011,1256,21867007258,2690277
20180802~20180802,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,37195,734,3830241400,522162
20180802~20180802,어느 가족,20186121,6239,167,562686900,68148
20180802~20180802,인랑,20170942,4966,332,6797927706,874123
20180802~20180802,공작,20179101,4348,8,73014000,7970
20180802~20180802,너의 결혼식,20153446,2819,13,33830000,3759
20180802~20180802,맘마미아!2,20181942,2584,11,102631000,11776
20180803~20180803,신과함께-인과 연,20186202,1078478,10543,27717706049,3424842
20180803~20180803,미션 임파서블: 폴아웃,20181181,258508,3408,41263781107,4902807
20180803~20180803,극장판 헬로카봇 : 백악기 시대,20186501,103199,1837,2902844600,397031
20180803~20180803,인크레더블 2,20183361,69504,1235,22426603532,2759781
20180803~20180803,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,31721,690,4072620400,553883
20180803~20180803,어느 가족,20186121,6924,178,623713500,75072
20180803~20180803,인랑,20170942,4267,288,6832727079,878390
20180803~20180803,앤트맨과 와스프,20180522,1513,40,47421419785,5442469
20180803~20180803,더 스퀘어,20179044,1328,50,31577900,3664
20180803~20180803,아이 엠 러브,20110027,939,37,351808561,44753
20180804~20180804,신과함께-인과 연,20186202,1466225,11159,40497511337,4891067
20180804~20180804,미션 임파서블: 폴아웃,20181181,312699,3108,44054173357,5215506
20180804~20180804,극장판 헬로카봇 : 백악기 시대,20186501,117326,1771,3829098300,514357
20180804~20180804,인크레더블 2,20183361,66556,1015,22962436888,2826337
20180804~20180804,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,34386,655,4338283600,588269
20180804~20180804,맘마미아!2,20181942,32146,419,391807900,43922
20180804~20180804,어느 가족,20186121,9143,167,706105700,84215
20180804~20180804,인랑,20170942,6217,198,6889168573,884607
20180804~20180804,더 스퀘어,20179044,1525,42,44469800,5189
20180804~20180804,앤트맨과 와스프,20180522,1350,36,47433152485,5443819
20180805~20180805,신과함께-인과 연,20186202,1302687,10992,51859487837,6193754
20180805~20180805,미션 임파서블: 폴아웃,20181181,279678,3124,46550316757,5495184
20180805~20180805,극장판 헬로카봇 : 백악기 시대,20186501,107431,1681,4685180600,621788
20180805~20180805,인크레더블 2,20183361,63091,1005,23472783188,2889428
20180805~20180805,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,33691,657,4600268400,621960
20180805~20180805,맘마미아!2,20181942,31292,412,673318800,75214
20180805~20180805,어느 가족,20186121,8078,164,778675400,92293
20180805~20180805,인랑,20170942,6701,192,6952808573,891308
20180805~20180805,더 스퀘어,20179044,1288,41,55433500,6477
20180805~20180805,앤트맨과 와스프,20180522,982,38,47441368985,5444801
20180806~20180806,신과함께-인과 연,20186202,629793,10550,56850464437,6823547
20180806~20180806,미션 임파서블: 폴아웃,20181181,156811,3377,47819909057,5651995
20180806~20180806,극장판 헬로카봇 : 백악기 시대,20186501,39842,1387,4969367500,661630
20180806~20180806,인크레더블 2,20183361,35772,1130,23736840388,2925200
20180806~20180806,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,14897,609,4703981300,636857
20180806~20180806,어느 가족,20186121,4935,175,818103600,97228
20180806~20180806,공작,20179101,4538,27,128108900,12937
20180806~20180806,목격자,20170670,2568,12,24841000,2815
20180806~20180806,인랑,20170942,1857,204,6966728073,893165
20180806~20180806,너의 결혼식,20153446,1328,8,45779000,5087
20180807~20180807,신과함께-인과 연,20186202,515945,10455,60906977637,7339492
20180807~20180807,미션 임파서블: 폴아웃,20181181,137583,3388,48929733457,5789578
20180807~20180807,인크레더블 2,20183361,37942,1138,24011593788,2963142
20180807~20180807,극장판 헬로카봇 : 백악기 시대,20186501,36921,1354,5229411600,698551
20180807~20180807,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,16225,622,4816083200,653082
20180807~20180807,어느 가족,20186121,6744,205,869004400,103972
20180807~20180807,목격자,20170670,6485,30,84289000,9300
20180807~20180807,너의 결혼식,20153446,4215,19,84443000,9302
20180807~20180807,공작,20179101,2160,10,147360900,15097
20180807~20180807,명탐정 코난 : 제로의 집행인,20187427,2000,10,27398000,2822
20180808~20180808,신과함께-인과 연,20186202,395474,6813,64032780637,7734966
20180808~20180808,공작,20179101,333316,3835,2786149600,348413
20180808~20180808,맘마미아!2,20181942,145931,3067,1848036700,222584
20180808~20180808,명탐정 코난 : 제로의 집행인,20187427,87322,1109,647624200,90144
20180808~20180808,몬스터 호텔 3,20184802,86565,1341,598149000,87295
20180808~20180808,미션 임파서블: 폴아웃,20181181,62786,1376,49437141357,5852364
20180808~20180808,극장판 헬로카봇 : 백악기 시대,20186501,12872,288,5318330200,711423
20180808~20180808,목격자,20170670,8150,37,160284000,17450
20180808~20180808,인크레더블 2,20183361,6124,122,24053622688,2969266
20180808~20180808,어느 가족,20186121,3627,160,898026600,107599
20180809~20180809,신과함께-인과 연,20186202,325130,6526,66610224137,8060096
20180809~20180809,공작,20179101,293161,4329,5138134400,641574
20180809~20180809,맘마미아!2,20181942,120030,2993,2808578100,342614
20180809~20180809,몬스터 호텔 3,20184802,77966,1395,1130355600,165261
20180809~20180809,미션 임파서블: 폴아웃,20181181,56630,1351,49897092957,5908994
20180809~20180809,명탐정 코난 : 제로의 집행인,20187427,45711,1087,976518600,135855
20180809~20180809,극장판 헬로카봇 : 백악기 시대,20186501,11744,298,5399108200,723167
20180809~20180809,인크레더블 2,20183361,5634,126,24093744888,2974900
20180809~20180809,목격자,20170670,3616,18,191548000,21066
20180809~20180809,어느 가족,20186121,3103,137,922233400,110702
20180810~20180810,신과함께-인과 연,20186202,356267,6377,69742891085,8416363
20180810~20180810,공작,20179101,319083,4864,7977352545,960657
20180810~20180810,맘마미아!2,20181942,127110,2924,3941778952,469724
20180810~20180810,몬스터 호텔 3,20184802,69844,1468,1651096500,235105
20180810~20180810,미션 임파서블: 폴아웃,20181181,61392,1255,50451967864,5970386
20180810~20180810,명탐정 코난 : 제로의 집행인,20187427,33277,1021,1240841300,169132
20180810~20180810,극장판 헬로카봇 : 백악기 시대,20186501,11620,315,5486987500,734787
20180810~20180810,인크레더블 2,20183361,5287,128,24135741888,2980187
20180810~20180810,어느 가족,20186121,3361,151,951847900,114063
20180810~20180810,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,1543,78,4850996800,658054
20180811~20180811,신과함께-인과 연,20186202,644582,6396,75451959049,9060945
20180811~20180811,공작,20179101,566483,5397,13028698286,1527140
20180811~20180811,맘마미아!2,20181942,206422,2709,5785655088,676146
20180811~20180811,몬스터 호텔 3,20184802,138178,1610,2710327500,373283
20180811~20180811,미션 임파서블: 폴아웃,20181181,94209,1199,51301712759,6064595
20180811~20180811,명탐정 코난 : 제로의 집행인,20187427,57645,929,1700512300,226777
20180811~20180811,극장판 헬로카봇 : 백악기 시대,20186501,24070,318,5673660500,758857
20180811~20180811,인크레더블 2,20183361,8809,134,24205938788,2988996
20180811~20180811,어느 가족,20186121,5248,159,999646300,119311
20180811~20180811,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,4727,111,4885829600,662781
20180812~20180812,신과함께-인과 연,20186202,570284,6144,80478292749,9631229
20180812~20180812,공작,20179101,539350,5375,17850903586,2066490
20180812~20180812,맘마미아!2,20181942,185310,2621,7432720988,861456
20180812~20180812,몬스터 호텔 3,20184802,138065,1607,3786912600,511348
20180812~20180812,미션 임파서블: 폴아웃,20181181,87968,1226,52096139159,6152563
20180812~20180812,명탐정 코난 : 제로의 집행인,20187427,55372,911,2142203500,282149
20180812~20180812,극장판 헬로카봇 : 백악기 시대,20186501,26484,355,5882271900,785341
20180812~20180812,인크레더블 2,20183361,9019,139,24278651388,2998015
20180812~20180812,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,5098,107,4925114100,667879
20180812~20180812,어느 가족,20186121,4576,155,1040666600,123887
20180813~20180813,공작,20179101,256834,5342,19930984186,2323324
20180813~20180813,신과함께-인과 연,20186202,228960,5786,82300423449,9860189
20180813~20180813,맘마미아!2,20181942,101551,2653,8245397788,963007
20180813~20180813,몬스터 호텔 3,20184802,51538,1380,4137791500,562886
20180813~20180813,미션 임파서블: 폴아웃,20181181,47635,1301,52485346959,6200198
20180813~20180813,명탐정 코난 : 제로의 집행인,20187427,20978,798,2295608600,303127
20180813~20180813,극장판 헬로카봇 : 백악기 시대,20186501,7167,310,5931053000,792508
20180813~20180813,인크레더블 2,20183361,4027,119,24308381988,3002042
20180813~20180813,어느 가족,20186121,2388,118,1060083700,126275
20180813~20180813,노인을 위한 나라는 없다,20080071,1328,86,566136400,78755
20180814~20180814,공작,20179101,299991,5464,22361166086,2623315
20180814~20180814,신과함께-인과 연,20186202,261662,5794,84389523849,10121851
20180814~20180814,맘마미아!2,20181942,124874,2662,9243458188,1087881
20180814~20180814,미션 임파서블: 폴아웃,20181181,59020,1333,52968141659,6259218
20180814~20180814,몬스터 호텔 3,20184802,53770,1400,4497773800,616656
20180814~20180814,명탐정 코난 : 제로의 집행인,20187427,21528,769,2451894200,324655
20180814~20180814,극장판 헬로카봇 : 백악기 시대,20186501,7900,319,5983860000,800408
20180814~20180814,인크레더블 2,20183361,4045,118,24338171288,3006087
20180814~20180814,나를 차버린 스파이,20187647,3897,20,37504000,4685
20180814~20180814,메가로돈,20183584,3018,14,32674000,3018
20180815~20180815,공작,20179101,476029,4584,26574501786,3099344
20180815~20180815,신과함께-인과 연,20186202,417019,4227,88026884349,10538870
20180815~20180815,목격자,20170670,368981,3539,3408935200,393061
20180815~20180815,메가로돈,20183584,157303,1979,1396378400,160321
20180815~20180815,맘마미아!2,20181942,130254,1490,10403252188,1218135
20180815~20180815,몬스터 호텔 3,20184802,114535,1056,5375391900,731191
20180815~20180815,극장판 도라에몽: 진구의 보물섬,20187641,61884,755,508071400,65980
20180815~20180815,미션 임파서블: 폴아웃,20181181,50394,676,53427752359,6309612
20180815~20180815,극장판 헬로카봇 : 백악기 시대,20186501,23767,240,6173245300,824175
20180815~20180815,명탐정 코난 : 제로의 집행인,20187427,18833,223,2597461000,343488
20180816~20180816,목격자,20170670,161783,3605,4712638500,554844
20180816~20180816,공작,20179101,160322,4337,27871553486,3259666
20180816~20180816,신과함께-인과 연,20186202,140422,3949,89139768349,10679292
20180816~20180816,맘마미아!2,20181942,65332,1626,10932636588,1283467
20180816~20180816,메가로돈,20183584,52752,1961,1816053400,213073
20180816~20180816,몬스터 호텔 3,20184802,29632,810,5576500000,760823
20180816~20180816,미션 임파서블: 폴아웃,20181181,21364,657,53610648159,6330976
20180816~20180816,극장판 도라에몽: 진구의 보물섬,20187641,13388,592,599937700,79368
20180816~20180816,명탐정 코난 : 제로의 집행인,20187427,5715,197,2639872800,349203
20180816~20180816,플로이,20187683,4385,226,163118000,20588
20180817~20180817,목격자,20170670,177251,3868,6291313464,732095
20180817~20180817,공작,20179101,164591,4364,29355830622,3424257
20180817~20180817,신과함께-인과 연,20186202,141793,3900,90391407913,10821085
20180817~20180817,맘마미아!2,20181942,71732,1732,11580672135,1355199
20180817~20180817,메가로돈,20183584,48008,1902,2238629347,261081
20180817~20180817,몬스터 호텔 3,20184802,28355,820,5783965800,789178
20180817~20180817,미션 임파서블: 폴아웃,20181181,24634,670,53844727412,6355610
20180817~20180817,극장판 도라에몽: 진구의 보물섬,20187641,11005,563,680540200,90373
20180817~20180817,명탐정 코난 : 제로의 집행인,20187427,5329,210,2683893000,354532
20180817~20180817,플로이,20187683,3299,218,186292200,23887
20180818~20180818,목격자,20170670,334388,4337,9257850260,1066483
20180818~20180818,공작,20179101,330041,4335,32342884276,3754298
20180818~20180818,신과함께-인과 연,20186202,268266,3892,92772017009,11089351
20180818~20180818,맘마미아!2,20181942,119389,1767,12668966385,1474588
20180818~20180818,메가로돈,20183584,81822,1631,2959820497,342903
20180818~20180818,몬스터 호텔 3,20184802,59905,1083,6247745000,849083
20180818~20180818,미션 임파서블: 폴아웃,20181181,42726,658,54252528662,6398336
20180818~20180818,극장판 도라에몽: 진구의 보물섬,20187641,24801,652,871399000,115174
20180818~20180818,극장판 헬로카봇 : 백악기 시대,20186501,11967,253,6311029800,842475
20180818~20180818,명탐정 코난 : 제로의 집행인,20187427,11195,241,2774394100,365727
20180819~20180819,목격자,20170670,298946,4335,11933957560,1365429
20180819~20180819,공작,20179101,287278,4210,34940349376,4041576
20180819~20180819,신과함께-인과 연,20186202,230492,3727,94812429609,11319843
20180819~20180819,맘마미아!2,20181942,107622,1770,13643188685,1582210
20180819~20180819,메가로돈,20183584,70523,1588,3583162597,413426
20180819~20180819,몬스터 호텔 3,20184802,55423,1043,6683876900,904506
20180819~20180819,미션 임파서블: 폴아웃,20181181,35393,663,54588518562,6433729
20180819~20180819,극장판 도라에몽: 진구의 보물섬,20187641,23466,639,1054152400,138640
20180819~20180819,극장판 헬로카봇 : 백악기 시대,20186501,11755,256,6406152000,854230
20180819~20180819,명탐정 코난 : 제로의 집행인,20187427,11530,236,2866475800,377257
20180820~20180820,목격자,20170670,128512,4244,12929760560,1493941
20180820~20180820,공작,20179101,91225,3944,35683815276,4132801
20180820~20180820,신과함께-인과 연,20186202,82706,3532,95475146009,11402549
20180820~20180820,맘마미아!2,20181942,51695,1838,14062844885,1633905
20180820~20180820,메가로돈,20183584,24240,1602,3776482697,437666
20180820~20180820,몬스터 호텔 3,20184802,14934,720,6786592400,919440
20180820~20180820,미션 임파서블: 폴아웃,20181181,14385,643,54710156962,6448114
20180820~20180820,극장판 도라에몽: 진구의 보물섬,20187641,6020,450,1095126300,144660
20180820~20180820,명탐정 코난 : 제로의 집행인,20187427,3657,209,2894414500,380914
20180820~20180820,너의 결혼식,20153446,3244,17,249083200,27750
20180821~20180821,목격자,20170670,109251,4185,13823363360,1603192
20180821~20180821,공작,20179101,87838,3920,36398750076,4220639
20180821~20180821,신과함께-인과 연,20186202,77873,3520,96084647209,11480422
20180821~20180821,맘마미아!2,20181942,53826,1844,14497126985,1687731
20180821~20180821,메가로돈,20183584,21531,1561,3948663897,459197
20180821~20180821,몬스터 호텔 3,20184802,16300,720,6895985200,935740
20180821~20180821,미션 임파서블: 폴아웃,20181181,13948,654,54828306562,6462062
20180821~20180821,극장판 도라에몽: 진구의 보물섬,20187641,6435,437,1138688900,151095
20180821~20180821,명탐정 코난 : 제로의 집행인,20187427,3541,203,2919661500,384455
20180821~20180821,너의 결혼식,20153446,3270,21,275988200,31020
20180822~20180822,너의 결혼식,20153446,99411,3456,1070647600,130431
20180822~20180822,목격자,20170670,93526,3709,14583127160,1696718
20180822~20180822,공작,20179101,69826,3124,36960193276,4290465
20180822~20180822,신과함께-인과 연,20186202,62694,2491,96571744209,11543116
20180822~20180822,맘마미아!2,20181942,44329,1478,14851143385,1732060
20180822~20180822,나를 차버린 스파이,20187647,29368,1464,326747300,39685
20180822~20180822,몬스터 호텔 3,20184802,11347,470,6970879200,947087
20180822~20180822,메가로돈,20183584,10229,740,4028796597,469426
20180822~20180822,미션 임파서블: 폴아웃,20181181,10135,443,54910200062,6472197
20180822~20180822,마일22,20187657,3243,13,31060000,3451
20180823~20180823,너의 결혼식,20153446,76677,3389,1695684700,207108
20180823~20180823,목격자,20170670,67553,3340,15139927860,1764271
20180823~20180823,공작,20179101,54462,2749,37406896876,4344927
20180823~20180823,신과함께-인과 연,20186202,48148,2262,96949901309,11591264
20180823~20180823,맘마미아!2,20181942,31731,1363,15105745285,1763791
20180823~20180823,나를 차버린 스파이,20187647,19282,1348,489868500,58967
20180823~20180823,마일22,20187657,9224,862,104322800,12675
20180823~20180823,미션 임파서블: 폴아웃,20181181,7253,364,54969360162,6479450
20180823~20180823,메가로돈,20183584,6703,553,4081259097,476129
20180823~20180823,몬스터 호텔 3,20184802,5857,326,7011272000,952944
20180824~20180824,너의 결혼식,20153446,143132,3737,2971893700,350240
20180824~20180824,목격자,20170670,96627,3531,16022107360,1860898
20180824~20180824,공작,20179101,74448,2825,38088385676,4419375
20180824~20180824,신과함께-인과 연,20186202,64192,2350,97520185609,11655456
20180824~20180824,맘마미아!2,20181942,45494,1524,15521033885,1809285
20180824~20180824,나를 차버린 스파이,20187647,26836,1295,740818000,85803
20180824~20180824,몬스터 호텔 3,20184802,12923,366,7112285200,965867
20180824~20180824,미션 임파서블: 폴아웃,20181181,10879,385,55069509662,6490329
20180824~20180824,마일22,20187657,10377,832,198966200,23052
20180824~20180824,메가로돈,20183584,9490,560,4163054297,485619
20180825~20180825,너의 결혼식,20153446,280112,4344,5444416000,630352
20180825~20180825,목격자,20170670,181657,3697,17662332660,2042555
20180825~20180825,공작,20179101,129922,2727,39271461576,4549297
20180825~20180825,신과함께-인과 연,20186202,118886,2495,98571177809,11774342
20180825~20180825,맘마미아!2,20181942,79854,1647,16247639485,1889139
20180825~20180825,나를 차버린 스파이,20187647,41990,1061,1132588200,127793
20180825~20180825,몬스터 호텔 3,20184802,27736,648,7331248500,993603
20180825~20180825,미션 임파서블: 폴아웃,20181181,20735,467,55260541762,6511064
20180825~20180825,메가로돈,20183584,15911,505,4300170697,501530
20180825~20180825,마일22,20187657,15257,702,338872300,38309
20180826~20180826,너의 결혼식,20153446,271250,4350,7860671100,901602
20180826~20180826,목격자,20170670,154660,3579,19072467960,2197215
20180826~20180826,공작,20179101,113325,2640,40303568876,4662622
20180826~20180826,신과함께-인과 연,20186202,107231,2422,99518499609,11881573
20180826~20180826,맘마미아!2,20181942,67902,1605,16865116385,1957041
20180826~20180826,나를 차버린 스파이,20187647,36199,983,1471358900,163992
20180826~20180826,몬스터 호텔 3,20184802,30027,651,7571342900,1023630
20180826~20180826,미션 임파서블: 폴아웃,20181181,17778,463,55424215962,6528842
20180826~20180826,메가로돈,20183584,14006,500,4421350497,515536
20180826~20180826,마일22,20187657,13041,650,457414300,51350
20180827~20180827,너의 결혼식,20153446,104231,4150,8717674500,1005833
20180827~20180827,목격자,20170670,44786,3346,19439698760,2242001
20180827~20180827,신과함께-인과 연,20186202,37465,2325,99811959609,11919038
20180827~20180827,공작,20179101,37333,2538,40603433976,4699955
20180827~20180827,맘마미아!2,20181942,27361,1593,17084431085,1984402
20180827~20180827,나를 차버린 스파이,20187647,13534,927,1587454700,177526
20180827~20180827,미션 임파서블: 폴아웃,20181181,6920,472,55480347362,6535762
20180827~20180827,서치,20185046,4926,19,62076000,7952
20180827~20180827,마일22,20187657,4096,598,489987900,55446
20180827~20180827,메가로돈,20183584,3957,496,4452166697,519493
20180828~20180828,너의 결혼식,20153446,106742,4173,9590982700,1112575
20180828~20180828,목격자,20170670,41972,3297,19782166260,2283973
20180828~20180828,공작,20179101,36399,2486,40893590276,4736354
20180828~20180828,신과함께-인과 연,20186202,34852,2282,100081896409,11953890
20180828~20180828,맘마미아!2,20181942,28803,1564,17312004885,2013205
20180828~20180828,나를 차버린 스파이,20187647,12553,893,1694270000,190079
20180828~20180828,미션 임파서블: 폴아웃,20181181,6985,482,55535936262,6542747
20180828~20180828,메가로돈,20183584,4046,488,4483586097,523539
20180828~20180828,마일22,20187657,3836,578,520369200,59282
20180828~20180828,몬스터 호텔 3,20184802,2903,279,7610545900,1029321
20180829~20180829,너의 결혼식,20153446,169737,3535,10607560800,1282312
20180829~20180829,상류사회,20177537,131795,3691,873138500,135083
20180829~20180829,서치,20185046,61992,2608,444633100,71164
20180829~20180829,목격자,20170670,43373,2144,20050929260,2327346
20180829~20180829,신과함께-인과 연,20186202,36540,1405,100307156209,11990430
20180829~20180829,공작,20179101,35128,1406,41110178676,4771482
20180829~20180829,맘마미아!2,20181942,34294,1021,17520899185,2047499
20180829~20180829,나를 차버린 스파이,20187647,9368,373,1752951400,199447
20180829~20180829,그래비티,20139221,6967,252,31609784800,3236535
20180829~20180829,미션 임파서블: 폴아웃,20181181,4631,246,55568219562,6547378
20180830~20180830,너의 결혼식,20153446,98606,3731,11414352600,1380918
20180830~20180830,상류사회,20177537,82912,3590,1552921800,217995
20180830~20180830,서치,20185046,52833,2623,879538000,123997
20180830~20180830,목격자,20170670,24199,1984,20246126060,2351545
20180830~20180830,신과함께-인과 연,20186202,23582,1423,100488978309,12014012
20180830~20180830,공작,20179101,21573,1365,41280175076,4793055
20180830~20180830,맘마미아!2,20181942,21332,1041,17690887285,2068831
20180830~20180830,나를 차버린 스파이,20187647,6074,409,1804955100,205521
20180830~20180830,그래비티,20139221,5202,248,31687750800,3241737
20180830~20180830,미션 임파서블: 폴아웃,20181181,3618,240,55597085762,6550996
20180831~20180831,너의 결혼식,20153446,130680,4064,12569224300,1511598
20180831~20180831,상류사회,20177537,89069,3634,2344680000,307064
20180831~20180831,서치,20185046,87528,2636,1669696700,211525
20180831~20180831,신과함께-인과 연,20186202,29530,1393,100742439309,12043542
20180831~20180831,목격자,20170670,27981,1980,20493176460,2379526
20180831~20180831,맘마미아!2,20181942,25767,1104,17920147285,2094598
20180831~20180831,공작,20179101,24071,1361,41488069376,4817126
20180831~20180831,나를 차버린 스파이,20187647,7641,432,1875220200,213162
20180831~20180831,그래비티,20139221,5781,245,31783380800,3247518
20180831~20180831,미션 임파서블: 폴아웃,20181181,4388,240,55636268562,6555384
20180901~20180901,너의 결혼식,20153446,216717,4722,14475925882,1728315
20180901~20180901,서치,20185046,153209,2860,3048533195,364734
20180901~20180901,상류사회,20177537,99858,3510,3252250913,406922
20180901~20180901,신과함께-인과 연,20186202,41303,1390,101104594859,12084845
20180901~20180901,목격자,20170670,36502,1776,20819493047,2416028
20180901~20180901,맘마미아!2,20181942,33560,1155,18222337953,2128158
20180901~20180901,공작,20179101,29573,1296,41748317376,4846699
20180901~20180901,몬스터 호텔 3,20184802,10865,302,7735982300,1046211
20180901~20180901,나를 차버린 스파이,20187647,10455,463,1973301700,223617
20180901~20180901,그래비티,20139221,7811,225,31907516800,3255329
20180902~20180902,너의 결혼식,20153446,221049,4603,16434245432,1949364
20180902~20180902,서치,20185046,206159,3085,4910111395,570893
20180902~20180902,상류사회,20177537,101729,3307,4183608363,508651
20180902~20180902,신과함께-인과 연,20186202,43763,1350,101490415259,12128608
20180902~20180902,목격자,20170670,37610,1716,21155924047,2453638
20180902~20180902,공작,20179101,32887,1222,42041438776,4879586
20180902~20180902,맘마미아!2,20181942,30967,1114,18501534203,2159125
20180902~20180902,나를 차버린 스파이,20187647,11436,465,2081568500,235053
20180902~20180902,몬스터 호텔 3,20184802,10618,293,7820801600,1056829
20180902~20180902,그래비티,20139221,7595,215,32026791300,3262924
20180903~20180903,서치,20185046,88550,3194,5641338295,659443
20180903~20180903,너의 결혼식,20153446,70057,4078,17002433882,2019421
20180903~20180903,상류사회,20177537,41450,3113,4517423063,550101
20180903~20180903,신과함께-인과 연,20186202,15027,1326,101608267459,12143635
20180903~20180903,맘마미아!2,20181942,12286,1070,18598518953,2171411
20180903~20180903,공작,20179101,11584,1185,42132255476,4891170
20180903~20180903,목격자,20170670,11575,1555,21248502097,2465213
20180903~20180903,나를 차버린 스파이,20187647,3893,414,2114576300,238946
20180903~20180903,미션 임파서블: 폴아웃,20181181,2398,237,55761222162,6569497
20180903~20180903,그래비티,20139221,2299,202,32060344300,3265223
20180904~20180904,서치,20185046,95270,3438,6422853695,754713
20180904~20180904,너의 결혼식,20153446,62586,4042,17508287882,2082007
20180904~20180904,상류사회,20177537,34856,2994,4796728663,584957
20180904~20180904,신과함께-인과 연,20186202,13534,1314,101713799259,12157169
20180904~20180904,맘마미아!2,20181942,12240,1063,18693763303,2183651
20180904~20180904,공작,20179101,10306,1148,42212026776,4901476
20180904~20180904,목격자,20170670,9560,1452,21324416797,2474773
20180904~20180904,나를 차버린 스파이,20187647,3794,408,2146965700,242740
20180904~20180904,그래비티,20139221,2297,196,32095025300,3267520
20180904~20180904,미션 임파서블: 폴아웃,20181181,2150,234,55777711712,6571647
20180905~20180905,서치,20185046,111131,3854,7328702595,865844
20180905~20180905,너의 결혼식,20153446,67900,4024,18048885132,2149907
20180905~20180905,상류사회,20177537,26714,2775,5009743263,611671
20180905~20180905,신과함께-인과 연,20186202,12190,1271,101808802609,12169359
20180905~20180905,맘마미아!2,20181942,12031,1041,18788323553,2195682
20180905~20180905,공작,20179101,8865,1103,42280970476,4910341
20180905~20180905,목격자,20170670,8710,1363,21393339847,2483483
20180905~20180905,나를 차버린 스파이,20187647,3755,402,2179075500,246495
20180905~20180905,그래비티,20139221,2493,199,32131063300,3270013
20180905~20180905,미션 임파서블: 폴아웃,20181181,1865,216,55792645512,6573512
20180906~20180906,서치,20185046,102103,3962,8166394345,967947
20180906~20180906,너의 결혼식,20153446,51414,3552,18464073032,2201321
20180906~20180906,상류사회,20177537,20053,2077,5170207963,631724
20180906~20180906,업그레이드,20189362,18202,1213,171275200,20422
20180906~20180906,신과함께-인과 연,20186202,8754,931,101877159559,12178113
20180906~20180906,맘마미아!2,20181942,8283,718,18854170303,2203965
20180906~20180906,어드리프트:우리가 함께한 바다,20189261,8250,1521,87606950,10833
20180906~20180906,공작,20179101,6365,689,42329532576,4916706
20180906~20180906,목격자,20170670,5290,761,21435734747,2488773
20180906~20180906,양말요정 휴고의 대모험,20188446,2115,151,15090200,2415
20180907~20180907,서치,20185046,149890,4354,9510027268,1117837
20180907~20180907,너의 결혼식,20153446,66438,3688,19047221954,2267759
20180907~20180907,상류사회,20177537,22159,2071,5367259763,653883
20180907~20180907,업그레이드,20189362,20768,1225,365255700,41190
20180907~20180907,신과함께-인과 연,20186202,10657,943,101970540109,12188770
20180907~20180907,맘마미아!2,20181942,9208,750,18935599253,2213173
20180907~20180907,어드리프트:우리가 함께한 바다,20189261,8585,1490,162175673,19418
20180907~20180907,공작,20179101,7305,708,42391694776,4924011
20180907~20180907,목격자,20170670,5883,786,21487210197,2494656
20180907~20180907,나를 차버린 스파이,20187647,2187,206,2217073400,250718
20180908~20180908,서치,20185046,310395,5431,12314384713,1428232
20180908~20180908,너의 결혼식,20153446,132266,4054,20208004137,2400025
20180908~20180908,업그레이드,20189362,35782,1235,705425200,76972
20180908~20180908,상류사회,20177537,32703,1934,5663621713,686586
20180908~20180908,신과함께-인과 연,20186202,19696,977,102147231609,12208466
20180908~20180908,맘마미아!2,20181942,16087,779,19081254203,2229260
20180908~20180908,공작,20179101,12580,692,42502659376,4936591
20180908~20180908,어드리프트:우리가 함께한 바다,20189261,10964,1183,258236268,30382
20180908~20180908,목격자,20170670,9233,722,21568675897,2503889
20180908~20180908,양말요정 휴고의 대모험,20188446,6647,493,75911600,10812
20180909~20180909,서치,20185046,307407,5428,14699370063,1735639
20180909~20180909,너의 결혼식,20153446,122766,3967,21150076187,2522791
20180909~20180909,업그레이드,20189362,32607,1193,1017522200,109579
20180909~20180909,상류사회,20177537,30701,1864,5896123713,717287
20180909~20180909,신과함께-인과 연,20186202,22919,972,102316533609,12231385
